operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2040,2280,10,18,1,1260,0,954.52,909.52,5 - (27.78)%,390 - (30.95)%
1,1,2160,2280,7,18,1,1230,0,784.22,709.22,9 - (50.00)%,690 - (56.10)%
2,0,1740,2280,6,10,0,660,0,1042.72,1027.72,0 - (0.00)%,0 - (0.00)%
3,0,1020,2280,7,14,1,960,0,1051.8,991.8,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,8,12,2,750,0,1610.03,1595.03,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,7,12,1,840,0,1053.72,1023.72,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,6,14,0,900,0,702.85,627.85,0 - (0.00)%,0 - (0.00)%
7,1,1860,2280,8,16,1,1110,0,1405.8,1315.8,6 - (37.50)%,450 - (40.54)%
8,0,1200,2280,7,15,1,990,0,1393.47,1303.47,0 - (0.00)%,0 - (0.00)%
9,0,1140,2280,4,6,0,600,0,605.14,605.14,0 - (0.00)%,0 - (0.00)%
10,0,1560,2280,7,10,2,720,0,514.3,469.3,0 - (0.00)%,0 - (0.00)%
11,0,1380,2280,5,16,0,1140,0,754.28,679.28,0 - (0.00)%,0 - (0.00)%
12,0,1320,2280,8,24,2,1620,300,813.23,723.23,0 - (0.00)%,0 - (0.00)%
13,1,1980,2280,10,23,5,1560,0,679.64,439.64,14 - (60.87)%,900 - (57.69)%
14,0,1800,2280,10,18,1,1290,0,704.26,629.26,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,10,16,4,1110,150,1475.44,1370.44,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.12,1.38,1046.25,28.12,971.59,901.28,8.5 - (44.04%),607.5 - (46.32%)
min,-,900,-,4,6,0,600,0,514.3,439.64,5 - (27.78%),390 - (30.95%)
25th percentile,-,1185.0,-,6.75,12.0,0.75,817.5,0.0,703.91,628.91,5.75 - (35.07%),435.0 - (38.14%)
75th percentile,-,1815.0,-,8.5,18.0,2.0,1237.5,0.0,1138.66,1096.66,10.25 - (52.72%),742.5 - (56.5%)
max,-,2160,-,10,24,5,1620,300,1610.03,1595.03,14 - (60.87%),900 - (57.69%)
total,-,24120,36480,120,242,22,16740,450,15545.420000000002,14420.42,34,2430
