operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,9,21,2,1440,0,462,192,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,9,19,1,1230,0,505,280,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,10,18,1,1710,0,605,410,8 - (44.44)%,810 - (47.37)%
3,1,2160,2280,8,13,2,960,0,578,503,7 - (53.85)%,600 - (62.50)%
4,0,1080,2280,4,7,0,540,0,340,325,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,5,16,1,960,0,465,300,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,8,15,1,960,60,525,330,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,7,8,3,480,0,318,288,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.38,1035.0,7.5,474.75,328.5,7.5 - (49.14%),705.0 - (54.94%)
min,-,900,-,4,7,0,480,0,318,192,7 - (44.44%),600 - (47.37%)
25th percentile,-,1215.0,-,6.5,11.75,1.0,855.0,0.0,431.5,286.0,7.25 - (46.79%),652.5 - (51.15%)
75th percentile,-,1845.0,-,9.0,18.25,2.0,1282.5,0.0,538.25,350.0,7.75 - (51.5%),757.5 - (58.72%)
max,-,2160,-,10,21,3,1710,60,605,503,8 - (53.85%),810 - (62.50%)
total,-,12240,18240,60,117,11,8280,60,3798,2628,15,1410
