operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,10,19,5,1320,0,688.18,538.18,13 - (68.42)%,960 - (72.73)%
1,0,900,2280,7,17,2,1020,120,666.62,561.62,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,4,6,0,360,0,222.22,147.22,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,9,20,0,1350,0,551.12,371.12,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,10,15,0,1080,0,415.65,280.65,5 - (33.33)%,300 - (27.78)%
5,0,1800,2280,10,21,8,1350,0,696.8,456.8,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,4,7,0,540,0,197.6,137.6,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,6,12,1,960,0,511.95,496.95,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,2.0,997.5,15.0,493.77,373.77,9.0 - (50.88%),630.0 - (50.26%)
min,-,900,-,4,6,0,360,0,197.6,137.6,5 - (33.33%),300 - (27.78%)
25th percentile,-,1215.0,-,5.5,10.75,0.0,855.0,0.0,367.29,247.29,7.0 - (42.1%),465.0 - (39.02%)
75th percentile,-,1845.0,-,10.0,19.25,2.75,1327.5,0.0,672.01,507.26,11.0 - (59.65%),795.0 - (61.49%)
max,-,2160,-,10,21,8,1350,120,696.8,561.62,13 - (68.42%),960 - (72.73%)
total,-,12240,18240,60,117,16,7980,120,3950.1399999999994,2990.14,18,1260
