operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,6,13,1,990,0,522,432,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,7,15,1,1020,120,620,500,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,4,5,0,420,0,173,158,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,9,18,3,1380,0,541,466,5 - (27.78)%,510 - (36.96)%
4,1,2160,2280,9,20,1,1320,0,575,455,9 - (45.00)%,540 - (40.91)%
5,0,1440,2280,8,13,0,960,0,309,159,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,9,18,2,1200,0,764,674,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,8,17,0,1140,60,665,500,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,1.0,1053.75,22.5,521.12,418.0,7.0 - (36.39%),525.0 - (38.94%)
min,-,900,-,4,5,0,420,0,173,158,5 - (27.78%),510 - (36.96%)
25th percentile,-,1215.0,-,6.75,13.0,0.0,982.5,0.0,468.75,363.75,6.0 - (32.08%),517.5 - (37.95%)
75th percentile,-,1845.0,-,9.0,18.0,1.25,1230.0,15.0,631.25,500.0,8.0 - (40.7%),532.5 - (39.92%)
max,-,2160,-,9,20,3,1380,120,764,674,9 - (45.00%),540 - (40.91%)
total,-,12240,18240,60,119,8,8430,180,4169,3344,14,1050
