operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,7,14,1,870,0,490.38,355.38,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,20,2,1440,0,709.61,604.61,7 - (35.00)%,600 - (41.67)%
2,0,1800,2280,7,17,1,1110,0,565.42,385.42,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,8,13,0,840,0,446.64,341.64,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,3,10,0,690,0,392.56,347.56,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,10,18,2,1320,0,648.81,498.81,9 - (50.00)%,600 - (45.45)%
6,0,900,2280,10,15,3,1020,120,428.97,278.97,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,6,13,1,1080,0,522.75,402.75,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,1.25,1046.25,15.0,525.64,401.89,8.0 - (42.5%),600.0 - (43.56%)
min,-,900,-,3,10,0,690,0,392.56,278.97,7 - (35.00%),600 - (41.67%)
25th percentile,-,1215.0,-,6.75,13.0,0.75,862.5,0.0,442.22,346.08,7.5 - (38.75%),600.0 - (42.62%)
75th percentile,-,1845.0,-,9.25,17.25,2.0,1162.5,0.0,586.27,426.76,8.5 - (46.25%),600.0 - (44.5%)
max,-,2160,-,10,20,3,1440,120,709.61,604.61,9 - (50.00%),600 - (45.45%)
total,-,12240,18240,60,120,10,8370,120,4205.14,3215.1400000000003,16,1200
