operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,7,12,3,900,0,513.64,453.64,4 - (33.33)%,240 - (26.67)%
1,1,2160,2280,6,12,3,840,0,542.77,482.77,3 - (25.00)%,180 - (21.43)%
2,0,1080,2280,7,14,1,1080,0,573.39,528.39,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,6,14,0,1050,0,555.53,360.53,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,7,12,0,720,0,617.53,542.53,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,13,18,8,1260,0,562.95,367.95,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,8,16,1,1140,0,658.03,553.03,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,6,11,0,900,0,339.18,189.18,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.62,2.0,986.25,0.0,545.38,434.75,3.5 - (29.16%),210.0 - (24.05%)
min,-,900,-,6,11,0,720,0,339.18,189.18,3 - (25.00%),180 - (21.43%)
25th percentile,-,1215.0,-,6.0,12.0,0.0,885.0,0.0,535.49,366.1,3.25 - (27.08%),195.0 - (22.74%)
75th percentile,-,1845.0,-,7.25,14.5,3.0,1095.0,0.0,584.42,531.92,3.75 - (31.25%),225.0 - (25.36%)
max,-,2160,-,13,18,8,1260,0,658.03,553.03,4 - (33.33%),240 - (26.67%)
total,-,12240,18240,60,109,16,7890,0,4363.02,3478.02,7,420
