operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,4,8,0,570,0,594.21,534.21,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,7,13,5,840,0,699.21,534.21,6 - (46.15)%,420 - (50.00)%
2,0,1260,2280,8,19,0,1320,60,788.68,668.68,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,10,16,2,1080,0,1009.78,919.78,4 - (25.00)%,300 - (27.78)%
4,0,1800,2280,5,7,1,510,0,497.38,452.38,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,8,15,1,1260,180,563.07,458.07,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,8,19,1,1260,0,699.11,624.11,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,10,19,2,1470,30,899.28,749.28,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,1.5,1038.75,33.75,718.84,617.59,5.0 - (35.58%),360.0 - (38.89%)
min,-,900,-,4,7,0,510,0,497.38,452.38,4 - (25.00%),300 - (27.78%)
25th percentile,-,1215.0,-,6.5,11.75,0.75,772.5,0.0,586.43,515.18,4.5 - (30.29%),330.0 - (33.34%)
75th percentile,-,1845.0,-,8.5,19.0,2.0,1275.0,37.5,816.33,688.83,5.5 - (40.86%),390.0 - (44.44%)
max,-,2160,-,10,19,5,1470,180,1009.78,919.78,6 - (46.15%),420 - (50.00%)
total,-,12240,18240,60,116,12,8310,270,5750.72,4940.72,10,720
