operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,6,14,0,1110,0,499.22,394.22,7 - (50.00)%,480 - (43.24)%
1,0,1620,2280,10,13,7,870,0,661.12,646.12,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,9,15,3,1170,0,479.54,344.54,4 - (26.67)%,240 - (20.51)%
3,0,1080,2280,8,8,5,600,0,366.94,321.94,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,7,16,2,1050,0,576.23,426.23,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,3,5,1,480,0,305.51,275.51,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,6,9,0,600,0,444.11,384.11,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,11,22,8,1440,180,1031.63,821.63,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,12.75,3.25,915.0,22.5,545.54,451.79,5.5 - (38.34%),360.0 - (31.88%)
min,-,900,-,3,5,0,480,0,305.51,275.51,4 - (26.67%),240 - (20.51%)
25th percentile,-,1215.0,-,6.0,8.75,0.75,600.0,0.0,424.82,338.89,4.75 - (32.5%),300.0 - (26.19%)
75th percentile,-,1845.0,-,9.25,15.25,5.5,1125.0,0.0,597.45,481.2,6.25 - (44.17%),420.0 - (37.56%)
max,-,2160,-,11,22,8,1440,180,1031.63,821.63,7 - (50.00%),480 - (43.24%)
total,-,12240,18240,60,102,26,7320,180,4364.300000000001,3614.3,11,720
