operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,7,15,1,1020,0,380,200,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,7,11,0,660,0,370,310,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,18,4,1320,0,633,468,11 - (61.11)%,660 - (50.00)%
3,0,900,2280,6,12,2,1020,120,503,383,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,5,9,0,600,0,370,340,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,7,15,0,1230,0,405,240,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,11,21,3,1590,0,759,579,8 - (38.10)%,600 - (37.74)%
7,0,1620,2280,8,14,0,840,0,469,364,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.38,1.25,1035.0,15.0,486.12,360.5,9.5 - (49.61%),630.0 - (43.87%)
min,-,900,-,5,9,0,600,0,370,200,8 - (38.10%),600 - (37.74%)
25th percentile,-,1215.0,-,6.75,11.75,0.0,795.0,0.0,377.5,292.5,8.75 - (43.85%),615.0 - (40.8%)
75th percentile,-,1845.0,-,8.25,15.75,2.25,1252.5,0.0,535.5,404.25,10.25 - (55.36%),645.0 - (46.94%)
max,-,2160,-,11,21,4,1590,120,759,579,11 - (61.11%),660 - (50.00%)
total,-,12240,18240,60,115,10,8280,120,3889,2884,19,1260
