operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2040,2280,7,16,0,1170,0,786.6,726.6,8 - (50.00)%,540 - (46.15)%
1,0,1020,2280,5,11,0,780,0,869.91,824.91,0 - (0.00)%,0 - (0.00)%
2,0,960,2280,7,13,4,990,30,591.84,561.84,0 - (0.00)%,0 - (0.00)%
3,1,1860,2280,9,14,2,1140,0,893.94,863.94,2 - (14.29)%,240 - (21.05)%
4,0,900,2280,3,6,0,600,0,385.16,355.16,0 - (0.00)%,0 - (0.00)%
5,0,1140,2280,8,16,0,960,0,697.63,622.63,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,17,0,1290,0,550.28,400.28,11 - (64.71)%,870 - (67.44)%
7,1,2160,2280,8,21,0,1260,0,783.31,678.31,12 - (57.14)%,720 - (57.14)%
8,0,1560,2280,10,22,2,1440,0,827.91,782.91,0 - (0.00)%,0 - (0.00)%
9,0,1740,2280,8,22,0,1320,0,842.46,617.46,0 - (0.00)%,0 - (0.00)%
10,0,1620,2280,11,19,4,1410,0,698.1,563.1,0 - (0.00)%,0 - (0.00)%
11,0,1800,2280,8,11,3,840,0,915.26,825.26,0 - (0.00)%,0 - (0.00)%
12,0,1440,2280,8,15,0,1020,0,814.32,784.32,0 - (0.00)%,0 - (0.00)%
13,0,1320,2280,6,9,0,540,0,412.98,397.98,0 - (0.00)%,0 - (0.00)%
14,0,1380,2280,5,13,0,840,0,499.05,409.05,0 - (0.00)%,0 - (0.00)%
15,0,1200,2280,8,12,3,1170,0,1131.68,1101.68,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.81,1.12,1048.12,1.88,731.28,657.21,8.25 - (46.53%),592.5 - (47.94%)
min,-,900,-,3,6,0,540,0,385.16,355.16,2 - (14.29%),240 - (21.05%)
25th percentile,-,1185.0,-,6.75,11.75,0.0,840.0,0.0,581.45,523.64,6.5 - (41.07%),465.0 - (39.88%)
75th percentile,-,1815.0,-,8.25,17.5,2.25,1267.5,0.0,849.32,794.47,11.25 - (59.03%),757.5 - (59.72%)
max,-,2160,-,11,22,4,1440,30,1131.68,1101.68,12 - (64.71%),870 - (67.44%)
total,-,24120,36480,120,237,18,16770,30,11700.43,10515.43,33,2370
