test number,type,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%),objective,optimalityGap,execution time
0,mean,-,1507.5,2280.0,7.5,13.25,2.81,916.88,1.88,767.67,717.98,7.0 - (42.48%),435.0 - (42.11%),55036.83,0,19.8
1,mean,-,1507.5,2280.0,7.5,13.62,2.56,950.62,20.62,944.49,889.18,6.25 - (38.3%),442.5 - (41.11%),52305.09,0,18.5
2,mean,-,1507.5,2280.0,7.5,13.62,1.88,993.75,11.25,720.09,672.28,5.0 - (31.9%),367.5 - (34.18%),40002.38,8.9627e-05,17.83
3,mean,-,1507.5,2280.0,7.5,13.06,2.25,961.88,24.38,763.73,706.54,6.5 - (46.36%),457.5 - (42.98%),45610.46,0,14.59
4,mean,-,1507.5,2280.0,7.5,13.88,1.81,995.62,35.62,797.64,733.89,6.25 - (41.97%),472.5 - (44.44%),39680.17,5.6275e-05,41.07

0,total,-,24120,36480,120,212,45,14670,30,12282.71,11487.71,28,1740,55036.83,0,19.8
1,total,-,24120,36480,120,218,41,15210,330,15111.9,14226.9,25,1770,52305.09,0,18.5
2,total,-,24120,36480,120,218,30,15900,180,11521.439999999999,10756.439999999999,20,1470,40002.38,8.9627e-05,17.83
3,total,-,24120,36480,120,209,36,15390,390,12219.710000000001,11304.710000000001,26,1830,45610.46,0,14.59
4,total,-,24120,36480,120,222,29,15930,570,12762.189999999999,11742.189999999999,25,1890,39680.17,5.6275e-05,41.07
