test number,type,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%),objective,optimalityGap,execution time
0,mean,-,1530.0,2280.0,7.5,13.62,2.38,956.25,0.0,426.44,323.32,8.5 - (48.61%),510.0 - (47.54%),22815.95,0,2.02
1,mean,-,1530.0,2280.0,7.5,13.25,2.75,945.0,11.25,518.9,406.4,5.5 - (36.16%),390.0 - (34.95%),25838.76,0,2.49
2,mean,-,1530.0,2280.0,7.5,13.75,2.12,971.25,26.25,528.72,449.98,8.0 - (50.79%),555.0 - (52.14%),21194.42,0,2.14
3,mean,-,1530.0,2280.0,7.5,14.62,1.25,1023.75,48.75,643.57,532.95,8.0 - (49.21%),540.0 - (44.84%),14768.19,0,2.29
4,mean,-,1530.0,2280.0,7.5,12.75,3.25,915.0,22.5,545.54,451.79,5.5 - (38.34%),360.0 - (31.88%),29741.35,0,2.41
5,mean,-,1530.0,2280.0,7.5,13.38,2.25,930.0,0.0,463.43,339.68,4.5 - (37.5%),390.0 - (43.59%),21760.86,0,2.12
6,mean,-,1530.0,2280.0,7.5,13.0,3.0,918.75,71.25,446.48,302.1,5.5 - (39.16%),390.0 - (41.41%),27608.7,0,1.96
7,mean,-,1530.0,2280.0,7.5,15.0,1.62,1035.0,37.5,570.71,463.84,6.0 - (38.39%),495.0 - (46.28%),17495.05,0,2.39

0,total,-,12240,18240,60,109,19,7650,0,3411.52,2586.52,17,1020,22815.95,0,2.02
1,total,-,12240,18240,60,106,22,7560,90,4151.200000000001,3251.2000000000003,11,780,25838.76,0,2.49
2,total,-,12240,18240,60,110,17,7770,210,4229.8,3599.8,16,1110,21194.42,0,2.14
3,total,-,12240,18240,60,117,10,8190,390,5148.59,4263.59,16,1080,14768.19,0,2.29
4,total,-,12240,18240,60,102,26,7320,180,4364.300000000001,3614.3,11,720,29741.35,0,2.41
5,total,-,12240,18240,60,107,18,7440,0,3707.4599999999996,2717.46,9,780,21760.86,0,2.12
6,total,-,12240,18240,60,104,24,7350,570,3571.81,2416.8100000000004,11,780,27608.7,0,1.96
7,total,-,12240,18240,60,120,13,8280,300,4565.68,3710.68,12,990,17495.05,0,2.39
