operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,7,15,1,1110,0,538.39,463.39,5 - (33.33)%,300 - (27.03)%
1,0,1620,2280,10,16,1,1140,0,634.63,514.63,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,7,19,0,1260,0,731.75,626.75,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,7,13,1,840,0,345.0,180.0,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,8,14,0,1020,0,572.8,482.8,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,8,20,0,1290,0,529.78,274.78,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,6,13,0,1050,150,675.28,585.28,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,7,17,2,1110,0,470.76,335.76,6 - (35.29)%,450 - (40.54)%

mean,-,1530.0,2280.0,7.5,15.88,0.62,1102.5,18.75,562.3,432.92,5.5 - (34.31%),375.0 - (33.78%)
min,-,900,-,6,13,0,840,0,345.0,180.0,5 - (33.33%),300 - (27.03%)
25th percentile,-,1215.0,-,7.0,13.75,0.0,1042.5,0.0,515.02,320.52,5.25 - (33.82%),337.5 - (30.41%)
75th percentile,-,1845.0,-,8.0,17.5,1.0,1170.0,0.0,644.79,532.29,5.75 - (34.8%),412.5 - (37.16%)
max,-,2160,-,10,20,2,1290,150,731.75,626.75,6 - (35.29%),450 - (40.54%)
total,-,12240,18240,60,127,5,8820,150,4498.389999999999,3463.39,11,750
