operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,8,16,0,1050,0,520.99,415.99,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,4,9,0,750,0,246.45,126.45,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,7,14,1,930,0,413.03,278.03,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,10,18,4,1170,90,734.46,554.46,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,8,19,1,1200,0,534.95,414.95,10 - (52.63)%,630 - (52.50)%
5,0,900,2280,8,15,3,1020,120,598.9,448.9,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,6,9,1,690,0,468.18,423.18,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,9,15,4,1200,0,582.59,477.59,4 - (26.67)%,360 - (30.00)%

mean,-,1530.0,2280.0,7.5,14.38,1.75,1001.25,26.25,512.44,392.44,7.0 - (39.65%),495.0 - (41.25%)
min,-,900,-,4,9,0,690,0,246.45,126.45,4 - (26.67%),360 - (30.00%)
25th percentile,-,1215.0,-,6.75,12.75,0.75,885.0,0.0,454.39,380.72,5.5 - (33.16%),427.5 - (35.62%)
75th percentile,-,1845.0,-,8.25,16.5,3.25,1177.5,22.5,586.67,456.07,8.5 - (46.14%),562.5 - (46.88%)
max,-,2160,-,10,19,4,1200,120,734.46,554.46,10 - (52.63%),630 - (52.50%)
total,-,12240,18240,60,115,14,8010,210,4099.55,3139.55,14,990
